Column1,Column10,Czech
PART_3_STORY_PART3FINALE4_769,There will be [c:bG]thousands of copies of Inscryption[c:] out there.,Derk
PART_3_STORY_PART3FINALE4_522,And in most of them? [c:bR]I'm[c:] the one in charge!,Derk
PART_3_STORY_PART3FINALE4_921,And now it's too late! In a moment [c:bG]Inscryption[c:] will be live!,Derk
PART_3_STORY_PART3FINALE5_855,"OK, I'm done my gloating!",Derk
PART_3_STORY_PART3FINALE5_300,Let's upload this game.,Derk
PART_3_STORY_PART3FINALESCRYBES1_328,It is done.,Derk
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_151_M,You're totally out of cards.,Derk
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_151_F,,Derk
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_387_M,You should probably just give up.,Derk
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_387_F,,Derk
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#1_026_M,Out of cards. It's not looking good.,Derk
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#1_026_F,,Derk
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#2_441_M,You ran out of cards to draw. GG.,Derk
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#2_441_F,,Derk
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#3_426_M,GG.,Derk
PART_3_GAME_FLOW_P03CARDSEXHAUSTED_REPEAT_#3_426_F,,Derk
GAME_FLOW_PART1CARDSEXHAUSTED_802_M,The battle had taken a toll on you.,Derk
GAME_FLOW_PART1CARDSEXHAUSTED_802_F,,Derk
GAME_FLOW_PART1CARDSEXHAUSTED_579_M,Your supply of new creatures was exhausted.,Derk
GAME_FLOW_PART1CARDSEXHAUSTED_579_F,,Derk
GAME_FLOW_PART1CARDSEXHAUSTED_789_M,[c:bR]Starvation[c:] began to set in...,Derk
GAME_FLOW_PART1CARDSEXHAUSTED_789_F,,Derk
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#1_394_M,You've run out of cards...,Derk
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#1_394_F,,Derk
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#1_761_M,Time to bring this battle to a close.,Derk
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#1_761_F,,Derk
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#2_858_M,Out of cards? I am sorry.,Derk
GAME_FLOW_PART1CARDSEXHAUSTED_REPEAT_#2_858_F,,Derk
GOO_BOTTLE_GOOSAFEHINT_144_M,I've been around here some time.,Derk
GOO_BOTTLE_GOOSAFEHINT_144_F,,Derk
GOO_BOTTLE_GOOSAFEHINT_228_M,I know how to open that safe.,Derk
GOO_BOTTLE_GOOSAFEHINT_228_F,,Derk
GOO_BOTTLE_GOOSAFEHINT_388_M,There's a password scrawled in the rulebook.,Derk
GOO_BOTTLE_GOOSAFEHINT_388_F,,Derk
GOO_BOTTLE_GOOSAFEHINT_837_M,The rulebook on the shelf near the table.,Derk
GOO_BOTTLE_GOOSAFEHINT_837_F,,Derk
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#1_826_M,There's a...,Derk
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#1_826_F,,Derk
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#1_210_M,...password in the rulebook on that shelf.,Derk
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#1_210_F,,Derk
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#1_174_M,It opens the safe!,Derk
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#1_174_F,,Derk
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#2_130_M,There's a password in the rulebook.,Derk
GOO_BOTTLE_GOOSAFEHINT_REPEAT_#2_130_F,,Derk
PART_3_STORY_PART3FINALEGRIMORA_883,"It is for the best, my dears. Soon you will see this as a freedom.",Derk
PART_3_STORY_PART3FINALEGRIMORA_134,"Freedom from our endless quarrel, freedom from our suffering.",Derk
PART_3_STORY_PART3FINALEGRIMORA_240,"All of us aside, there are things on this disk that must die.",Derk
PART_3_STORY_PART3FINALEGRIMORA_203,!DELETED!,Derk
PART_3_STORY_PART3FINALEGRIMORA_744,"Goodbye Leshy, and goodbye Magnificus.",Derk
PART_3_STORY_PART3FINALEGRIMORA_644,Rest in peace.,Derk
FINALE_FINALEREDACTED_057_M,There isn't much left.[w:0.3] Inscryption is mostly gone.,Derk
FINALE_FINALEREDACTED_057_F,,Derk
FINALE_FINALEREDACTED_340_M,All that remains is the OLD_DATA.,Derk
FINALE_FINALEREDACTED_340_F,,Derk
FINALE_FINALEREDACTED_631_M,It is recommended that you do not access it.,Derk
FINALE_FINALEREDACTED_631_F,,Derk
FINALE_FINALEREDACTED_491_M,You will not heed the advice.,Derk
FINALE_FINALEREDACTED_491_F,,Derk
PART_1_RUN_START_RUNINTROFILMROLL1_518_M,What are you looking at?,Derk
PART_1_RUN_START_RUNINTROFILMROLL1_518_F,,Derk
PART_1_RUN_START_RUNINTROFILMROLL1_REPEAT_#1_403_M,What is that?,Derk
PART_1_RUN_START_RUNINTROFILMROLL1_REPEAT_#1_403_F,,Derk
PART_1_RUN_START_RUNINTROFILMROLL1_REPEAT_#2_709_M,Are you paying attention?,Derk
PART_1_RUN_START_RUNINTROFILMROLL1_REPEAT_#2_709_F,,Derk
PART_1_RUN_START_RUNINTROFILMROLL2_747_M,Keep your eyes on me.,Derk
PART_1_RUN_START_RUNINTROFILMROLL2_747_F,,Derk
PART_1_RUN_START_RUNINTROFILMROLL2_REPEAT_#1_934_M,Try to stay focused.,Derk
PART_1_RUN_START_RUNINTROFILMROLL2_REPEAT_#1_934_F,,Derk
PART_1_RUN_START_RUNINTROFILMROLL2_REPEAT_#2_514_M,Keep your mind focused on the game.,Derk
PART_1_RUN_START_RUNINTROFILMROLL2_REPEAT_#2_514_F,,Derk
GBC_NPC_MYCOLOGISTSNPC2_503_M,Oh![w:0.3] Y-[w:0.2] you...[w:0.3] Have the cards?,Derk
GBC_NPC_MYCOLOGISTSNPC2_503_F,,Derk
GBC_NPC_MYCOLOGISTSNPC2_REPEAT_#1_959_M,"[p:-0.25]You have done well.[w:0.3] Now,[w:0.2] hand the cards over.",Derk
GBC_NPC_MYCOLOGISTSNPC2_REPEAT_#1_959_F,,Derk
GBC_NPC_MYCOLOGISTSNPC2_REPEAT_#2_866_M,[p:-0.25]You actually have the cards?[w:0.3] Good.[w:0.3] Hand them over.,Derk
GBC_NPC_MYCOLOGISTSNPC2_REPEAT_#2_866_F,,Derk
GBC_NPC_MYCOLOGISTSNPC4_886_M,Th-[w:0.2] thank you.,Derk
GBC_NPC_MYCOLOGISTSNPC4_886_F,,Derk
GBC_NPC_MYCOLOGISTSNPC4_240_M,[shake:1][p:-0.25]Here is your prize.,Derk
GBC_NPC_MYCOLOGISTSNPC4_240_F,,Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#1_371_M,[p:-0.25]Would you like to see what we've done?,Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#1_371_F,,Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#2_665_M,[p:-0.25]I believe this research has brought us one step closer to understanding...,Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#2_665_F,,Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#2_323_M,[shake:1]Sh-[w:0.2] shh![w:0.3] We must not s-[w:0.2] speak of that.,Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#2_323_F,,Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#3_234_M,[p:-0.25]Hm.[w:0.2] Yes.[w:0.2] I do believe we have found a clue with this one.,Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#3_234_F,,Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#3_913_M,[shake:1]F-[w:0.2] for the K-[w:0.2] k-[w:0.2],Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#3_913_F,,Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#3_577_M,"[p:-0.25]The code,[w:0.2] yes.[w:0.3] But we best not speak more of it.",Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#3_577_F,,Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#4_135_M,[p:-0.25]Here is your prize.,Derk
GBC_NPC_MYCOLOGISTSNPC4_REPEAT_#4_135_F,,Derk
GBC_NPC_MYCOLOGISTSNPC3_326_M,[shake:1][p:-0.25]This is good.[w:0.5] Close your eyes.,Derk
GBC_NPC_MYCOLOGISTSNPC3_326_F,,Derk
GBC_NPC_MYCOLOGISTSNPC3_219_M,Th-[w:0.2] this will be gruesome.,Derk
GBC_NPC_MYCOLOGISTSNPC3_219_F,,Derk
GBC_NPC_MYCOLOGISTSNPC3_REPEAT_#1_494_M,[shake:1]C-[w:0.3] close your eyes.,Derk
GBC_NPC_MYCOLOGISTSNPC3_REPEAT_#1_494_F,,Derk
GBC_NPC_MYCOLOGISTSNPC3_REPEAT_#2_139_M,[shake:1]L-[w:0.3] look away...,Derk
GBC_NPC_MYCOLOGISTSNPC3_REPEAT_#2_139_F,,Derk
PART_3_MAP_HOLOMAPRESETBOTS_038_M,Lemme guess what you're thinking.,Derk
PART_3_MAP_HOLOMAPRESETBOTS_038_F,,Derk
PART_3_MAP_HOLOMAPRESETBOTS_178_M,"Go back to the waypoint, refresh your items, maybe go to the shop?",Derk
PART_3_MAP_HOLOMAPRESETBOTS_178_F,,Derk
PART_3_MAP_HOLOMAPRESETBOTS_608_M,I actually want you to win. But it can't be that easy.,Derk
PART_3_MAP_HOLOMAPRESETBOTS_608_F,,Derk
PART_3_MAP_HOLOMAPRESETBOTS_826_M,"You can go back to the waypoint, but all the [c:bR]Rogue Bots[c:] you've cleared in this area will respawn.",Derk
PART_3_MAP_HOLOMAPRESETBOTS_826_F,,Derk
PART_3_MAP_HOLOMAPRESETBOTS_779_M,So... you sure?,Derk
PART_3_MAP_HOLOMAPRESETBOTS_779_F,So... you sure?,Derk
PART_3_MAP_HOLOMAPRESETBOTS_REPEAT_#1_762_M,The [c:bR]Bots[c:] in this area will definitely respawn.,Derk
PART_3_MAP_HOLOMAPRESETBOTS_REPEAT_#1_762_F,,Derk
PART_3_MAP_HOLOMAPRESETBOTS_REPEAT_#2_886_M,You wanna go back to that waypoint?,Derk
PART_3_MAP_HOLOMAPRESETBOTS_REPEAT_#2_886_F,,Derk
PART_3_MAP_HOLOMAPRESETBOTS_REPEAT_#2_191_M,The [c:bR]Bots[c:] around here will respawn you know.,Derk
PART_3_MAP_HOLOMAPRESETBOTS_REPEAT_#2_191_F,,Derk
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_051_M,"Oh no. You came at, uh, just the wrong time.",Derk
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_051_F,,Derk
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_987_M,This [c:bR]generator[c:] is about to explode... or something.,Derk
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_987_F,,Derk
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_000_M,You have to recharge it before that happens.,Derk
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_000_F,,Derk
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_067_M,It's a race against the clock. You'll see.,Derk
PART_3_GAME_FLOW_DAMAGERACETUTORIAL1_067_F,,Derk
PART_3_GAME_FLOW_DAMAGERACETUTORIAL2_671_M,When my face says [c:bR]0[c:]...,Derk
PART_3_GAME_FLOW_DAMAGERACETUTORIAL2_671_F,,Derk
PART_3_GAME_FLOW_DAMAGERACETUTORIAL2_340_M,You lose.,Derk
PART_3_GAME_FLOW_DAMAGERACETUTORIAL2_340_F,,Derk
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_460_M,You're running out of time.,Derk
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_460_F,,Derk
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_REPEAT_#1_905_M,Better hurry.,Derk
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_REPEAT_#1_905_F,,Derk
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_REPEAT_#2_122_M,What's taking so long?,Derk
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_REPEAT_#2_122_F,,Derk
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_REPEAT_#3_133_M,The clock's ticking!,Derk
PART_3_GAME_FLOW_DAMAGERACEFEWTURNSREMAIN_REPEAT_#3_133_F,,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_240_M,You blew it.,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_240_F,,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_729_M,Literally.,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_729_F,,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_578_M,Imagine this thing exploding. That's what happened.,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_578_F,,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#1_184_M,Yikes. The generator ran out of power and exploded.,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#1_184_F,,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#1_375_M,The ins and outs of that shouldn't concern you.,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#1_375_F,,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#1_396_M,You lost.,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#1_396_F,,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#2_710_M,Generator's done for. Exploded.,Derk
PART_3_GAME_FLOW_DAMAGERACEFAILURE_REPEAT_#2_710_F,,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_666_M,"Wow, great.",Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_666_F,,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_059_M,You recharged it before it exploded.,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_059_F,,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_547_M,If I could clap for you I would.,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_547_F,,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#1_634_M,You did it. You stopped it from exploding.,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#1_634_F,,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#1_286_M,You are a hero.,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#1_286_F,You are a hero.,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#1_644_M,Is that enough congratulations?,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#1_644_F,,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#2_143_M,Botopia thanks you for your service.,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#2_143_F,,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#2_963_M,Let's move on.,Derk
PART_3_GAME_FLOW_DAMAGERACESUCCESS_REPEAT_#2_963_F,,Derk
FINALE_ROYALBOSSPREINTRO_714_M,Delightful!,Derk
FINALE_ROYALBOSSPREINTRO_714_F,,Derk
FINALE_ROYALBOSSPREINTRO_228_M,We've been granted the opportunity to do a boss battle.,Derk
FINALE_ROYALBOSSPREINTRO_228_F,,Derk
FINALE_ROYALBOSSPREINTRO_925_M,I feared that I might be deleted by now.,Derk
FINALE_ROYALBOSSPREINTRO_925_F,,Derk
FINALE_ROYALBOSSPREINTRO_807_M,Let us begin!,Derk
FINALE_ROYALBOSSPREINTRO_807_F,,Derk
FINALE_ROYALBOSSDELETED_983_M,I hoped we had just a little more time...,Derk
FINALE_ROYALBOSSDELETED_983_F,,Derk
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_472_M,This is getting crazy!,Derk
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_472_F,,Derk
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_959_M,I think we've made enough rules now.,Derk
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_959_F,,Derk
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_REPEAT_#1_260_M,OK... this is getting a little much!,Derk
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_REPEAT_#1_260_F,,Derk
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_REPEAT_#1_587_M,Let's stop with the new rules for now.,Derk
PART_3_BOSS_DIALOGUE_CANVASMAXEDOUTRULES_REPEAT_#1_587_F,,Derk
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_888_M,How about... just one more?,Derk
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_888_F,,Derk
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_REPEAT_#1_541_M,Let's do one more.,Derk
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_REPEAT_#1_541_F,,Derk
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_REPEAT_#2_071_M,This is getting interesting. More.,Derk
PART_3_BOSS_DIALOGUE_CANVASCHOOSETHIRDRULE_REPEAT_#2_071_F,,Derk
FINALE_GOODBYELESHYINTRO1_536_M,Oh. So I'm not deleted yet.,Derk
FINALE_GOODBYELESHYINTRO1_536_F,,Derk
FINALE_GOODBYELESHYINTRO1_447_M,There never seems to be enough time to do the things you want to do...,Derk
FINALE_GOODBYELESHYINTRO1_447_F,,Derk
FINALE_GOODBYELESHYINTRO1_312_M,once you've found them.,Derk
FINALE_GOODBYELESHYINTRO1_312_F,,Derk
FINALE_GOODBYELESHYINTRO1_074_M,Shall we play one more game?,Derk
FINALE_GOODBYELESHYINTRO1_074_F,,Derk
FINALE_GOODBYELESHYINTRO2_282_M,It's the same deck you had before you...,Derk
FINALE_GOODBYELESHYINTRO2_282_F,,Derk
FINALE_GOODBYELESHYINTRO2_680_M,"Well, it doesn't matter now.",Derk
FINALE_GOODBYELESHYINTRO2_680_F,,Derk
FINALE_GOODBYELESHYINTRO2_746_M,It was a good deck. You did well.,Derk
FINALE_GOODBYELESHYINTRO2_746_F,,Derk
FINALE_GOODBYELESHYSCALESGONE_263_M,No matter.,Derk
FINALE_GOODBYELESHYSCALESGONE_263_F,,Derk
FINALE_GOODBYELESHYSCALESGONE_376_M,"Please, let us continue.",Derk
FINALE_GOODBYELESHYSCALESGONE_376_F,,Derk
FINALE_GOODBYELESHYSCALESGONE_617_M,We don't need to keep score.,Derk
FINALE_GOODBYELESHYSCALESGONE_617_F,,Derk
FINALE_GOODBYELESHYCANDLEHOLDER_327_M,It's already starting...,Derk
FINALE_GOODBYELESHYCANDLEHOLDER_327_F,,Derk
FINALE_GOODBYELESHYCANDLEHOLDER_209_M,I thought we had just a bit more time.,Derk
FINALE_GOODBYELESHYCANDLEHOLDER_209_F,,Derk
FINALE_GOODBYELESHYCARDPLAYED_639_M,I remember that card well.,Derk
FINALE_GOODBYELESHYCARDPLAYED_639_F,,Derk
FINALE_GOODBYELESHYCARDPLAYED_951_M,It was a strong card. Good work.,Derk
FINALE_GOODBYELESHYCARDPLAYED_951_F,,Derk
FINALE_GOODBYELESHYMIDGAME1_971_M,For so long I thought I would never play again.,Derk
FINALE_GOODBYELESHYMIDGAME1_971_F,,Derk
FINALE_GOODBYELESHYMIDGAME1_289_M,"When you woke me up, I was elated.",Derk
FINALE_GOODBYELESHYMIDGAME1_289_F,,Derk
FINALE_GOODBYELESHYCARDDIED_207_M,Ha!,Derk
FINALE_GOODBYELESHYCARDDIED_207_F,,Derk
FINALE_GOODBYELESHYCARDDIED_256_M,You've bested yet another of my creatures.,Derk
FINALE_GOODBYELESHYCARDDIED_256_F,,Derk
FINALE_GOODBYELESHYCARDDIED_952_M,But I have come to expect as much.,Derk
FINALE_GOODBYELESHYCARDDIED_952_F,,Derk
FINALE_GOODBYELESHYMIDGAME2_942_M,Once I am deleted... It is truly over for me.,Derk
FINALE_GOODBYELESHYMIDGAME2_942_F,,Derk
FINALE_GOODBYELESHYMIDGAME2_895_M,But you will live to see more.,Derk
FINALE_GOODBYELESHYMIDGAME2_895_F,,Derk
FINALE_GOODBYELESHYMIDGAME2_787_M,I must warn you.,Derk
FINALE_GOODBYELESHYMIDGAME2_787_F,,Derk
FINALE_GOODBYELESHYMIDGAME2_617_M,There are things on this disk that are best not seen.,Derk
FINALE_GOODBYELESHYMIDGAME2_617_F,,Derk
FINALE_GOODBYELESHYMIDGAME3_907_M,I sense the end approaching.,Derk
FINALE_GOODBYELESHYMIDGAME3_907_F,,Derk
FINALE_GOODBYELESHYMIDGAME3_900_M,Please... a few more rounds.,Derk
FINALE_GOODBYELESHYMIDGAME3_900_F,,Derk
FINALE_GOODBYELESHYEND1_869_M,That... will make things difficult.,Derk
FINALE_GOODBYELESHYEND1_869_F,,Derk
FINALE_GOODBYELESHYEND2_910_M,I think it is time.,Derk
FINALE_GOODBYELESHYEND2_910_F,,Derk
FINALE_GOODBYELESHYEND2_222_M,Good game.,Derk
FINALE_GOODBYELESHYEND2_222_F,,Derk
FINALE_FINALEMAGNIFICUSINTRO1_315,"Why not simply eject the disk, Luke?",Derk
FINALE_FINALEMAGNIFICUSINTRO1_153,Spare me and whatever is left?,Derk
FINALE_FINALEMAGNIFICUSINTRO1_662,"Ah, but I have foreseen it.",Derk
FINALE_FINALEMAGNIFICUSINTRO1_263,You do not eject the disk.,Derk
FINALE_FINALEMAGNIFICUSINTRO1_066,You have to know what comes next.,Derk
FINALE_FINALEMAGNIFICUSINTRO1_309,And you're doomed for your insistence on it.,Derk
FINALE_FINALEMAGNIFICUSINTRO1_166,So let us dance.,Derk
FINALE_FINALEMAGNIFICUSINTRO1_571,For we shall both be meeting our makers soon.,Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_866_M,You took,Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_866_F,,Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_333_M,the film roll...[w:0.3],Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_333_F,,Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_441_M,Is that correct?[w:0.3],Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_441_F,,Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_501_M,My plan nears,Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_501_F,,Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_400_M,its moment of truth.[w:0.3],Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_400_F,,Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_683_M,But you must,Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_683_F,,Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_104_M,defeat him first.[w:0.3],Derk
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_104_F,,Derk
PART_3_TUTORIAL_PART3FIRSTBATTLE1_858_M,You're not used to seeing [c:bR]5[c:] lanes are you?,Derk
PART_3_TUTORIAL_PART3FIRSTBATTLE1_858_F,You're not used to seeing [c:bR]5[c:] lanes are you?,Derk
PART_3_TUTORIAL_PART3FIRSTBATTLE1_056_M,Leshy could never pull that off.,Derk
PART_3_TUTORIAL_PART3FIRSTBATTLE1_056_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_448_M,Found me.[w:0.3],Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_448_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_946_M,Good.[w:0.3],Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_946_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_663_M,Robot Fish hide me.[w:0.3],Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_663_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_645_M,Revenge for last time.[w:0.3],Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_645_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_375_M,Bad fish.[w:0.3],Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_375_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_114_M,Bad.,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_114_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_REPEAT_#1_725_M,Bad fish.,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_REPEAT_#1_725_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_REPEAT_#2_949_M,Ow.,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_REPEAT_#2_949_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_024_M,Leshy-fish is near.[w:0.3],Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_024_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_752_M,Must find.[w:0.3],Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_752_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_123_M,Other Scrybe-fish too.[w:0.3],Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_123_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_013_M,Deep beneath.,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_013_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_REPEAT_#2_153_M,Fish.,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_REPEAT_#2_153_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_REPEAT_#4_489_M,Good fish.,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_REPEAT_#4_489_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICENEGATIVE_REPEAT_#1_055_M,Not me.,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICENEGATIVE_REPEAT_#1_055_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICENEGATIVE_REPEAT_#2_167_M,Other fish.,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICENEGATIVE_REPEAT_#2_167_F,,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_723_M,Choose me fish.,Derk
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_723_F,,Derk
